province,city_name,city_code,rain24h
河北省,涿州,BGCup,0.0
辽宁省,凌源,fSStg,0.0
吉林省,柳河,nBBbT,0.0
湖南省,新邵,lMPty,0.0
广东省,翁源,ZzoLx,0.0
广西壮族自治区,龙圩,DuQqi,0.0
贵州省,荔波,QiOmA,0.0
新疆维吾尔自治区,若羌,ropjq,0.0
河北省,清河,zUBhk,0.0
内蒙古自治区,临河,lqHEq,0.0
浙江省,北仑,fTHFh,0.0
四川省,康定,qsqTU,0.0
四川省,米易,GQBkM,0.0
云南省,梁河,zkxjs,0.0
西藏自治区,定结,UhCTv,0.0
新疆维吾尔自治区,沙湾,NcLcb,0.0
新疆维吾尔自治区,石河子,JGBUK,0.0
新疆维吾尔自治区,沙雅,lHafw,0.0
内蒙古自治区,呼和浩特,IlyWx,0.0
内蒙古自治区,雅布赖,PHwZB,0.0
浙江省,舟山,KElec,0.0
江西省,湖口,gFkXT,0.0
山东省,临淄,EfLlJ,0.0
湖南省,绥宁,WWGiu,0.0
广西壮族自治区,平乐,WwDuG,0.0
青海省,大柴旦,IYNyh,0.0
新疆维吾尔自治区,小渠子,GSWoG,0.0
河北省,邯郸,AwDQd,0.0
辽宁省,营口,veIOe,0.0
浙江省,丽水,nEoHv,0.0
安徽省,岳西,GbhPZ,0.0
福建省,闽清,ohLcD,0.0
江西省,上饶,KpYAB,0.0
江西省,全南,eXkQd,0.0
河南省,清丰,pRxQj,0.0
贵州省,安顺,zYxtY,0.0
山西省,屯留,IUDAF,0.0
内蒙古自治区,科左中旗,ZBZEe,0.0
贵州省,普定,xJRLN,0.0
云南省,东川,UgaxN,0.0
云南省,祥云,PQqEx,0.0
河北省,南和,HjWcO,0.0
内蒙古自治区,集宁,pZpJB,0.0
吉林省,龙井,YIufU,0.0
江苏省,吴江,Oimbc,0.0
浙江省,乐清,XIkhp,0.0
浙江省,永康,VXcDE,0.0
山东省,东平,RjKIP,0.0
广东省,饶平,sgVVw,0.0
四川省,资阳,AVVPj,0.0
新疆维吾尔自治区,塔城,qHPXG,0.0
河北省,赤城,yeGWo,0.0
内蒙古自治区,巴雅尔吐胡硕,qTuUm,0.0
内蒙古自治区,突泉,jreCm,0.0
黑龙江省,海林,mbyFX,0.0
黑龙江省,龙江,nIDJi,0.0
浙江省,临海,hQdlP,0.0
浙江省,龙泉,IFYzG,0.0
山东省,莘县,WsywS,0.0
湖南省,怀化,pJrqw,0.0
广东省,始兴,kiynZ,0.0
广西壮族自治区,巴马,lAMQO,0.0
青海省,玛多,UbRfU,0.0
新疆维吾尔自治区,和田,HDzeq,0.0
河北省,望都,uvaeY,0.0
内蒙古自治区,科左后旗,dYsXY,0.0
福建省,南靖,JTMBG,0.0
河南省,兰考,yCGbN,0.0
湖南省,临武,MhTjl,0.0
广西壮族自治区,南丹,IwXkd,0.0
四川省,罗江,aHQGR,0.0
甘肃省,民勤,PWOxb,0.0
新疆维吾尔自治区,柯坪,SkZBu,0.0
黑龙江省,宝清,YjqxY,0.0
江西省,广昌,gTbyP,0.0
山东省,无棣,AJubD,0.0
广东省,普宁,XYKTR,0.0
云南省,绿春,ebFbI,0.0
云南省,屏边,SNyPs,0.0
青海省,循化,nsbuX,0.0
新疆维吾尔自治区,察布查尔,qqWkF,0.0
河北省,沙河,DPtSW,0.0
浙江省,余杭,cMJhE,0.0
安徽省,湾沚,ELCFX,0.0
福建省,光泽,mdLfz,0.0
江西省,庐山市,UTmcf,0.0
山东省,广饶,sbuIu,0.0
广东省,萝岗,IvFqu,0.0
广西壮族自治区,宾阳,XUOdS,0.0
四川省,夹江,XgNyH,0.0
西藏自治区,桑日,dUfXr,0.0
甘肃省,武威,LAPGD,0.0
河北省,鸡泽,AGkyS,0.0
河北省,行唐,rZAWC,0.0
内蒙古自治区,商都,gBnSb,0.0
辽宁省,熊岳,ntTRe,0.0
福建省,泉州,MGECZ,0.0
山东省,河口,woPhx,0.0
贵州省,贞丰,SYwsx,0.0
河北省,元氏,XHFGV,0.0
山西省,右玉,cXBlU,0.0
内蒙古自治区,希拉穆仁,cixAo,0.0
江苏省,苏州,lqYjK,0.0
江苏省,盱眙,HQORe,0.0
广东省,德庆,QZzJe,0.0
广东省,丰顺,aUKAF,0.0
广西壮族自治区,田林,NoCNl,0.0
新疆维吾尔自治区,吐鲁番,DGEdf,0.0
新疆维吾尔自治区,和布克赛尔,UXCKY,0.0
河北省,蔚县,YbKUt,0.0
内蒙古自治区,察哈尔右翼前旗,KLonh,0.0
黑龙江省,桦南,jLgCL,0.0
安徽省,太湖,tMAAb,0.0
江西省,赣县,eNmid,0.0
江西省,崇义,OKwKn,0.0
广西壮族自治区,融安,zwjGp,0.0
四川省,自贡,MIIAp,0.0
甘肃省,瓜州,aYAhW,0.0
河北省,海兴,kqMHD,0.0
河北省,涞源,ZdmWW,0.0
黑龙江省,杜尔伯特,exRbg,0.0
四川省,资中,Ctawc,0.0
云南省,昆明,IayMy,0.0
新疆维吾尔自治区,英吉沙,zXMMB,0.0
江苏省,宿迁,jVxXh,0.0
江苏省,灌南,ChsOC,0.0
江苏省,射阳,ezmfH,0.0
浙江省,上虞,lMqkK,0.0
浙江省,象山,GgJvu,0.0
广西壮族自治区,上思,gfZFI,0.0
新疆维吾尔自治区,昭苏,SQKGX,0.0
内蒙古自治区,凉城,uZabW,0.0
江苏省,常州,bmyrb,0.0
四川省,龙泉驿,mqsMW,0.0
云南省,安宁,bOAGp,0.0
青海省,甘德,dyLzr,0.0
河北省,承德县,WYnNt,0.0
辽宁省,昌图,BZlSQ,0.0
黑龙江省,安达,NNObw,0.0
福建省,古田,nMfDD,0.0
河南省,虞城,wUEuZ,0.0
广东省,从化,JNLyH,0.0
广西壮族自治区,柳城,BRgad,0.0
云南省,盈江,NzuxE,0.0
山西省,云州,eLCyB,0.0
贵州省,水城,fntCE,0.0
云南省,砚山,rOuyU,0.0
新疆维吾尔自治区,莫索湾,YslWW,0.0
天津市,武清,AAHhS,0.0
山西省,黎城,rDABI,0.0
黑龙江省,呼兰,wqBvY,0.0
山东省,淄川,kigWn,0.0
湖南省,桂东,QaXwQ,0.0
四川省,德昌,QVWfY,0.0
青海省,都兰,HCwek,0.0
河北省,康保,KcroZ,0.0
山西省,垣曲,HbPQe,0.0
浙江省,湖州,quMLV,0.0
浙江省,台州,zWIte,0.0
福建省,松溪,SXdgJ,0.0
广东省,中山,YIWau,0.0
广西壮族自治区,富川,rCrJo,0.0
云南省,西盟,dDUzR,0.0
新疆维吾尔自治区,阿勒泰,SnOYy,0.0
天津市,东丽,GiGuJ,0.0
河北省,廊坊,gXmTp,0.0
内蒙古自治区,鄂温克族自治旗,fsMrH,0.0
浙江省,桐乡,rPEAy,0.0
山东省,临清,TZrqQ,0.0
重庆市,万州,bsKAn,0.0
云南省,泸西,cJoUu,0.0
北京市,顺义,MKoqG,0.0
河北省,宣化,bLxvu,0.0
内蒙古自治区,乌拉特中旗,BdifC,0.0
黑龙江省,宾县,yiPrH,0.0
江苏省,东海,fiwPx,0.0
江西省,玉山,eldrT,0.0
山东省,黄岛,KlJLj,0.0
广东省,高州,tHDom,0.0
广东省,台山,kRWvm,0.0
甘肃省,碌曲,sUmbw,0.0
甘肃省,肃北,sSFnE,0.0
河北省,衡水,Jiheq,0.0
内蒙古自治区,宝国吐,QUgIO,0.0
黑龙江省,佳木斯,IwveF,0.0
福建省,连城,AFZJN,0.0
山东省,鄄城,XjGVI,0.0
湖南省,辰溪,PSXSM,0.0
广西壮族自治区,金秀,XuZjF,0.0
云南省,德钦,eOoXM,0.0
甘肃省,皋兰,RBGMm,0.0
内蒙古自治区,阿鲁科尔沁旗,FQZtL,0.0
黑龙江省,鹤岗,pQrYF,0.0
浙江省,洞头,VNwVr,0.0
河南省,封丘,OdLdM,0.0
广东省,兴宁,tOWXk,0.0
广西壮族自治区,蒙山,FDxZg,0.0
四川省,金川,ngpCL,0.0
云南省,开远,YdTJG,0.0
青海省,杂多,DQDqH,0.0
河北省,固安,RSzaV,0.0
山西省,祁县,gBnmM,0.0
内蒙古自治区,达拉特旗,GQBuT,0.0
辽宁省,丹东,DlvsN,0.0
辽宁省,连山区,Qiolo,0.0
山东省,兰陵,ktWtX,0.0
河南省,滑县,RMGln,0.0
四川省,越西,mfrlx,0.0
云南省,永平,LwDNZ,0.0
西藏自治区,仲巴,SlJsQ,0.0
新疆维吾尔自治区,新和,QGLHi,0.0
福建省,上杭,mszvd,0.0
西藏自治区,察隅,ATOlN,0.0
新疆维吾尔自治区,木垒,HvGJL,0.0
河北省,卢龙,uszcX,0.0
山西省,五寨,vMDNU,0.0
内蒙古自治区,西乌珠穆沁旗,celHs,0.0
广东省,湛江,OKhmr,0.0
广西壮族自治区,灵山,PrSNs,0.0
广西壮族自治区,阳朔,rMMFS,0.0
四川省,犍为,LxiRJ,0.0
贵州省,盘州,QGSkq,0.0
云南省,寻甸,OfsjD,0.0
新疆维吾尔自治区,博湖,GPrnI,0.0
内蒙古自治区,吉兰泰,IQilY,0.0
辽宁省,北票,UkMeR,0.0
浙江省,常山,PbRMS,0.0
福建省,晋江,QNUEf,0.0
江西省,南昌县,Pohqy,0.0
山东省,阳信,TkSAp,0.0
西藏自治区,聂拉木,Gnhsh,0.0
浙江省,嵊州,nySsV,0.0
安徽省,宣城,hhgTF,0.0
广东省,大埔,loBTC,0.0
四川省,得荣,gPeiI,0.0
甘肃省,迭部,ieEXg,0.0
北京市,朝阳,MjXfi,0.0
河北省,满城,zHLty,0.0
内蒙古自治区,卓资,BQQKj,0.0
安徽省,祁门,sVPho,0.0
广西壮族自治区,天峨,pBXxm,0.0
云南省,镇康,ZFgiT,0.0
新疆维吾尔自治区,霍尔果斯,QEpMD,0.0
新疆维吾尔自治区,新源,hrqYY,0.0
内蒙古自治区,青龙山,dKioY,0.0
浙江省,青田,BErcS,0.0
福建省,南安,njGuO,0.0
广东省,南海,MEcHR,0.0
西藏自治区,泽当,BiGFZ,0.0
甘肃省,临夏,orIIe,0.0
甘肃省,广河,twInP,0.0
新疆维吾尔自治区,乌恰,fNxHG,0.0
天津市,北辰,FeuUa,0.0
河北省,成安,HMSVy,0.0
江苏省,兴化,fzEWw,0.0
浙江省,武义,qoVEV,0.0
福建省,永春,qBtpj,0.0
江西省,于都,yIXbd,0.0
河南省,范县,pGxSD,0.0
贵州省,紫云,aMPck,0.0
西藏自治区,帕里,ogyxE,0.0
甘肃省,靖远,rrWtb,0.0
浙江省,景宁,uqdix,0.0
安徽省,界首,karbd,0.0
云南省,马关,jmZgg,0.0
新疆维吾尔自治区,温宿,oVenj,0.0
河北省,宁晋,QwGch,0.0
内蒙古自治区,库伦旗,ldsso,0.0
浙江省,开化,JZNGR,0.0
江西省,广信,dYuCN,0.0
广东省,深圳,AhpEU,0.0
贵州省,施秉,REBUD,0.0
西藏自治区,日土,LEdYG,0.0
甘肃省,清水,RXjrm,0.0
内蒙古自治区,镶黄旗,OWEcY,0.0
黑龙江省,五大连池,hkmNX,0.0
福建省,平和,BFRzc,0.0
广东省,南澳,rfGsM,0.0
四川省,马尔康,FNPwO,0.0
四川省,彭山,sMDUa,0.0
贵州省,安龙,fBdei,0.0
云南省,富民,NYtMq,0.0
西藏自治区,江达,oaFIV,0.0
新疆维吾尔自治区,炮台,CZSbw,0.0
浙江省,松阳,kGfEH,0.0
江西省,南丰,XcDmx,0.0
山东省,东阿,LGYXk,0.0
河南省,安阳,hNkdK,0.0
广东省,封开,iZItu,0.0
西藏自治区,洛扎,kloed,0.0
甘肃省,临洮,DtldQ,0.0
青海省,门源,oHpvQ,0.0
天津市,西青,rerpc,0.0
内蒙古自治区,翁牛特旗,GVRzp,0.0
黑龙江省,拜泉,lNOID,0.0
福建省,漳州,SCyJf,0.0
福建省,东山,uDfFU,0.0
江西省,安义,OebEp,0.0
江西省,新干,QnqKe,0.0
江西省,余干,QIvAP,0.0
河南省,商丘,aMsMR,0.0
湖南省,芷江,robJO,0.0
广东省,澄海,zdeVk,0.0
广西壮族自治区,上林,BAWNr,0.0
青海省,民和,Wleba,0.0
新疆维吾尔自治区,鄯善,zVdtO,0.0
天津市,宝坻,gxHKu,0.0
河北省,昌黎,vTGXA,0.0
河北省,沽源,bsXrE,0.0
吉林省,图们,hulhW,0.0
福建省,顺昌,znMcP,0.0
山东省,鱼台,OSlCB,0.0
山东省,郓城,tisSF,0.0
广西壮族自治区,横州,KShEg,0.0
四川省,壤塘,zXmXb,0.0
西藏自治区,曲松,dNadf,0.0
北京市,海淀,fElIR,0.0
内蒙古自治区,岗子,pGWDF,0.0
辽宁省,盖州,iTeZl,0.0
安徽省,潜山,KivFP,0.0
江西省,宁都,OXlgc,0.0
广东省,龙门,fNjkZ,0.0
广西壮族自治区,荔浦,RJsCy,0.0
西藏自治区,班戈,enzZH,0.0
河北省,滦平,gPeaq,0.0
山西省,昔阳,ThJbh,0.0
内蒙古自治区,阿拉善右旗,SfktK,0.0
黑龙江省,大庆,uLCaf,0.0
江苏省,常熟,ZZNyr,0.0
江西省,高安,ZAypU,0.0
山东省,茌平,JuJJS,0.0
广东省,清远,WYryQ,0.0
云南省,楚雄,xbekN,0.0
新疆维吾尔自治区,轮台,QMLyD,0.0
吉林省,前郭,JWcDH,0.0
黑龙江省,鸡东,NFjTg,0.0
浙江省,慈溪,LlhKr,0.0
山东省,泰安,zUeIF,0.0
广西壮族自治区,涠洲岛,jxnNs,0.0
四川省,理县,xYIdl,0.0
青海省,格尔木,vBvjN,0.0
山西省,忻府,lkWYa,0.0
山东省,定陶,lvUtm,0.0
山东省,滕州,rTNhe,0.0
四川省,雅江,ifYYN,0.0
贵州省,福泉,Bgdxr,0.0
贵州省,三都,WfTTa,0.0
河北省,丰南,dLkgL,0.0
河北省,怀来,TNNEz,0.0
河北省,平山,lzuFh,0.0
山西省,平鲁,oJway,0.0
内蒙古自治区,赛罕,cTjEd,0.0
吉林省,蛟河,BneiY,0.0
江苏省,江都,KZXUZ,0.0
四川省,石棉,wbIrX,0.0
西藏自治区,错那,BnUtS,0.0
山西省,保德,JXVvw,0.0
山西省,兴县,RBGVZ,0.0
内蒙古自治区,满都拉,VOxXA,0.0
浙江省,宁波,XjZpe,0.0
湖南省,衡阳县,PMfFu,0.0
云南省,师宗,WZsvt,0.0
西藏自治区,察雅,hMVZp,0.0
甘肃省,康乐,ntUYN,0.0
河北省,平乡,cOXrB,0.0
山西省,繁峙,OTNAe,0.0
内蒙古自治区,丰镇,uGHht,0.0
吉林省,白城,ktvDN,0.0
福建省,永定,XmdVI,0.0
江西省,都昌,lFKRv,0.0
西藏自治区,堆龙德庆,LpaPy,0.0
上海市,青浦,xZqWL,0.0
山东省,阳谷,QlEwu,0.0
广东省,信宜,AtsFe,0.0
河北省,安平,yeGPa,0.0
内蒙古自治区,苏尼特右旗,TkuWv,0.0
黑龙江省,巴彦,pWcDo,0.0
山东省,郯城,dWnMY,0.0
湖南省,古丈,gpwLy,0.0
湖南省,冷水滩,YGosR,0.0
广西壮族自治区,灌阳,odAEb,0.0
广西壮族自治区,资源,JWDIo,0.0
四川省,九龙,xXGPT,0.0
四川省,茂县,TgyZk,0.0
黑龙江省,肇东,Ksney,0.0
江苏省,仪征,KcQmD,0.0
江西省,瑞金,OPvLw,0.0
江西省,石城,AwiTJ,0.0
西藏自治区,墨脱,eeMPo,0.0
山西省,小店,hGDQB,0.0
内蒙古自治区,开鲁,EXBSC,0.0
内蒙古自治区,宁城,PgPDX,0.0
内蒙古自治区,乌拉盖,WFTLX,0.0
吉林省,延吉,SgNIn,0.0
广东省,汕头,KYhpn,0.0
广东省,蕉岭,kbdZh,0.0
黑龙江省,通河,psRwx,0.0
黑龙江省,依安,bsEJz,0.0
江西省,南康,xbhYg,0.0
山东省,曲阜,IzpcI,0.0
湖南省,涟源,MvOMQ,0.0
广东省,佛冈,CPZny,0.0
云南省,通海,YOFIz,0.0
云南省,永德,cLAuy,0.0
青海省,玉树,MDlNL,0.0
河北省,石家庄,uJQqI,0.0
河北省,万全,nXeQi,0.0
吉林省,扶余,PHfqQ,0.0
黑龙江省,富锦,klLFj,0.0
山东省,邹城,oOSNx,0.0
广西壮族自治区,玉林,cFeHF,0.0
广西壮族自治区,桂平,lGcNV,0.0
云南省,墨江,AOSYX,0.0
西藏自治区,康马,hojaz,0.0
新疆维吾尔自治区,莎车,fhaom,0.0
河北省,滦州,zbjeL,0.0
辽宁省,凌海,vdydi,0.0
黑龙江省,克东,itNzm,0.0
黑龙江省,汤旺,ZGvkf,0.0
浙江省,文成,cGBmo,0.0
山东省,济南,VITKz,0.0
山东省,台儿庄,BqsRd,0.0
湖南省,溆浦,ltdEd,0.0
云南省,马龙,fyDAe,0.0
新疆维吾尔自治区,富蕴,JUKYd,0.0
河北省,渤海新区黄骅,hIkaB,0.0
河北省,冀州,qllqX,0.0
辽宁省,北镇,OMHFX,0.0
浙江省,瑞安,IqWUf,0.0
江西省,寻乌,dwZOf,0.0
山东省,海阳,JnxWr,0.0
湖北省,英山,aNScZ,0.0
四川省,稻城,Cirzd,0.0
四川省,威远,YCPlK,0.0
青海省,泽库,TWXzO,0.0
新疆维吾尔自治区,伊宁县,ZuktQ,0.0
河北省,赞皇,mEbhg,0.0
内蒙古自治区,阿荣旗,cYTae,0.0
黑龙江省,呼玛,mgshy,0.0
山东省,高密,UOmID,0.0
广西壮族自治区,靖西,rDUve,0.0
贵州省,湄潭,xUANG,0.0
云南省,宜良,iXuOK,0.0
甘肃省,兰州,ARkZA,0.0
青海省,达日,zhIdf,0.0
北京市,石景山,TKDWT,0.0
河北省,沧州,mHkdW,0.0
河北省,武邑,NiqiA,0.0
山西省,宁武,CRNDj,0.0
江苏省,丰县,WUcbj,0.0
安徽省,宁国,uqTaZ,0.0
江西省,景德镇,DriXU,0.0
广西壮族自治区,都安,fCFGo,0.0
甘肃省,文县,bPRTE,0.0
新疆维吾尔自治区,巴里坤,ELQMW,0.0
山西省,清徐,tIwCB,0.0
辽宁省,鞍山,TopGN,0.0
浙江省,普陀,Dcmkn,0.0
四川省,成都,yGYHR,0.0
新疆维吾尔自治区,玛纳斯,YQXUS,0.0
吉林省,榆树,pOntg,0.0
四川省,会理城区,sEwty,0.0
云南省,陆良,eqtuY,0.0
西藏自治区,芒康,zLjcY,0.0
新疆维吾尔自治区,麦盖提,BCzpJ,0.0
山西省,娄烦,TxZCB,0.0
黑龙江省,爱辉,pmtBg,0.0
江西省,定南,VanHB,0.0
山东省,博兴,ssdvr,0.0
湖南省,桑植,UyXiO,0.0
贵州省,关岭,KqlOa,0.0
甘肃省,和政,jIOPb,0.0
河北省,抚宁,TAGXi,0.0
河北省,迁安,qUXcf,0.0
山西省,平顺,jWYMB,0.0
内蒙古自治区,胡尔勒,yvgzq,0.0
广东省,广宁,ELwZG,0.0
云南省,洱源,jfchA,0.0
北京市,平谷,WKTDr,0.0
山西省,平定,DFvwn,0.0
吉林省,通化,LaBrf,0.0
江苏省,沭阳,UBFXu,0.0
浙江省,余姚,oOdwb,0.0
山东省,乳山,yTEhW,0.0
山东省,兖州,MCzGo,0.0
湖南省,慈利,QhqHU,0.0
广西壮族自治区,百色,Cejmy,0.0
河北省,容城,iqimR,0.0
江苏省,无锡,fvlMy,0.0
浙江省,淳安,DUufR,0.0
河南省,浚县,mlucC,0.0
广东省,河源,Fkjlf,0.0
西藏自治区,定日,RyXCB,0.0
新疆维吾尔自治区,洛浦,HQoif,0.0
河北省,阜平,XELos,0.0
辽宁省,大洼,bHIoG,0.0
辽宁省,辽中,cssdK,0.0
吉林省,大安,yHPvq,0.0
江苏省,南通,VHAmf,0.0
四川省,叙永,HGSgX,0.0
云南省,芒市,Wjrex,0.0
新疆维吾尔自治区,喀什,aHjQA,0.0
河北省,青龙,DlwUH,0.0
内蒙古自治区,喀喇沁旗,FDRnn,0.0
黑龙江省,绥滨,SJgvR,0.0
浙江省,缙云,ZESZU,0.0
山东省,招远,xwQxT,0.0
广东省,番禺,tQOjS,0.0
贵州省,榕江,tpXDH,0.0
云南省,个旧,MZnfz,0.0
新疆维吾尔自治区,温泉,QGHxV,0.0
新疆维吾尔自治区,乌鲁木齐牧试站,OQSHg,0.0
北京市,昌平,niStC,0.0
辽宁省,绥中,YFjmk,0.0
江苏省,泗阳,wtsbS,0.0
云南省,勐腊,sGhYv,0.0
西藏自治区,聂荣,XoVvk,0.0
青海省,囊谦,pcEfr,0.0
北京市,门头沟,MNFUM,0.0
山西省,原平,ENVfK,0.0
辽宁省,旅顺,CfIAL,0.0
福建省,长泰,BILCs,0.0
山东省,惠民,jiJzG,0.0
西藏自治区,隆子,VrmMl,0.0
西藏自治区,狮泉河,vhADj,0.0
河北省,内丘,tbLfc,0.0
安徽省,来安,DLYqz,0.0
湖南省,道县,anbCP,0.0
湖南省,宜章,pbfyp,0.0
广东省,韶关,fXufo,0.0
广东省,开平,nLwRT,0.0
甘肃省,武山,BjJyr,0.0
内蒙古自治区,朱日和,HdUca,0.0
吉林省,二道,jeQFa,0.0
江苏省,扬州,lDhJo,0.0
浙江省,绍兴,gxbHp,0.0
安徽省,明光,eHJSl,0.0
安徽省,休宁,QEyyv,0.0
山东省,成山头,oFjTZ,0.0
山东省,平度,LNoOo,0.0
广东省,怀集,EhVeb,0.0
广西壮族自治区,贺州,SdWDF,0.0
海南省,屯昌,VXTVN,0.0
云南省,双柏,dqXxh,0.0
甘肃省,高台,DRGcR,0.0
辽宁省,庄河,RByQD,0.0
黑龙江省,勃利,HeDuS,0.0
江西省,安远,zQIQZ,0.0
山东省,安丘,pBWdT,0.0
山东省,博山,cXuJU,0.0
广东省,阳春,bNaey,0.0
四川省,乡城,ccAzh,0.0
甘肃省,金塔,DpOZG,0.0
天津市,宁河,mfQUa,0.0
河北省,丰宁,MnxTS,0.0
黑龙江省,嘉荫,YNpgg,0.0
安徽省,全椒,sYIjP,0.0
福建省,福州,djeOy,0.0
山东省,青岛,Jrsbf,0.0
山东省,单县,exVbY,0.0
四川省,盐源,eXzMT,0.0
云南省,会泽,NQkus,0.0
云南省,元谋,pmumb,0.0
河北省,井陉,PxsDy,0.0
河北省,雄县,FTACx,0.0
内蒙古自治区,扎兰屯,SkEfQ,0.0
辽宁省,清原,TAkZv,0.0
吉林省,梨树,rtLqz,0.0
浙江省,定海,MbBco,0.0
安徽省,广德,wyOSJ,0.0
福建省,永泰,zgkOw,0.0
山东省,乐陵,HwJwn,0.0
山东省,石岛,tQKIy,0.0
广西壮族自治区,忻城,Xnwwp,0.0
云南省,广南,WCNhd,0.0
河北省,磁县,vQqbv,0.0
内蒙古自治区,乌海,HfJln,0.0
内蒙古自治区,索伦,rAVUr,0.0
黑龙江省,加格达奇,bzkiu,0.0
江西省,资溪,rmkXW,0.0
山东省,潍坊,hQrpa,0.0
黑龙江省,齐齐哈尔,pMfJu,0.0
黑龙江省,望奎,sLrQJ,0.0
江西省,临川,Zvsga,0.0
河南省,沈丘,AWlje,0.0
广西壮族自治区,永福,SntnR,0.0
四川省,普格,uERMU,0.0
云南省,大理,MXvqt,0.0
西藏自治区,米林,eQtyv,0.0
山西省,河曲,HvYyw,0.0
江苏省,靖江,qgNae,0.0
安徽省,淮南,DUBio,0.0
广西壮族自治区,柳州,hDSje,0.0
云南省,玉溪,eHman,0.0
辽宁省,章党,TgxoR,0.0
江西省,德兴,ObzWw,0.0
河南省,林州,LvRhA,0.0
广东省,新丰,smdvH,0.0
四川省,绵阳,GcFwG,0.0
云南省,景谷,wGNvn,0.0
内蒙古自治区,乌审召,jNLyR,0.0
江苏省,六合,veJzt,0.0
四川省,金阳,kJJlc,0.0
云南省,永胜,rJRXL,0.0
甘肃省,肃南,GGFUG,0.0
青海省,同德,SpzMT,0.0
新疆维吾尔自治区,阿合奇,yPnAd,0.0
河北省,怀安,GKAfR,0.0
辽宁省,瓦房店,IxHPA,0.0
吉林省,抚松,HRRIh,0.0
广西壮族自治区,南宁城区,qGiLL,0.0
云南省,富宁,vLEOj,0.0
云南省,太华山,ILlxw,0.0
内蒙古自治区,图里河,aJvlD,0.0
辽宁省,本溪县,NJVFd,0.0
江苏省,淮阴,QNRHc,0.0
浙江省,长兴,nhdEv,0.0
山东省,章丘,vnSqi,0.0
广东省,四会,cTLRb,0.0
广东省,紫金,CMCDt,0.0
广西壮族自治区,大新,rMrPm,0.0
西藏自治区,普兰,gHMZS,0.0
甘肃省,卓尼,SSAdx,0.0
河北省,肥乡,JnWfX,0.0
河北省,兴隆,qWokG,0.0
内蒙古自治区,固阳,WyJDB,0.0
山东省,宁阳,XwLyl,0.0
广东省,平远,KidvD,0.0
广西壮族自治区,博白,Glxjb,0.0
四川省,冕宁,tGNAv,0.0
云南省,石林,ZrWId,0.0
天津市,津南,luSKF,0.0
河北省,阜城,lOwCw,0.0
河北省,遵化,Bcxig,0.0
内蒙古自治区,富河,icsSH,0.0
吉林省,临江,YSNnc,0.0
吉林省,舒兰,vGcsn,0.0
山东省,肥城,totaD,0.0
山东省,崂山,KtsaK,0.0
湖北省,罗田,ieWay,0.0
四川省,崇州,VPihc,0.0
河北省,保定,FaykR,0.0
黑龙江省,五营,hhuDQ,0.0
黑龙江省,桦川,DOodT,0.0
江苏省,宜兴,AGnXn,0.0
山东省,桓台,dZBBz,0.0
山东省,莱州,CxoVZ,0.0
河南省,濮阳,XbbBI,0.0
云南省,巍山,usiSp,0.0
新疆维吾尔自治区,吉木萨尔,IaCfC,0.0
山西省,临汾,nhsiM,0.0
内蒙古自治区,博克图,qRnkd,0.0
山东省,曹县,zyMgt,0.0
山东省,龙口,hzXej,0.0
广东省,广州,DwzZf,0.0
河北省,霸州,kgrJx,0.0
浙江省,温州,qgMmM,0.0
浙江省,海宁,KqlbA,0.0
云南省,腾冲,DrwgP,0.0
西藏自治区,琼结,QIcAs,0.0
新疆维吾尔自治区,且末,vsSYw,0.0
新疆维吾尔自治区,塔什库尔干,jhHpN,0.0
山西省,天镇,qtSfk,0.0
内蒙古自治区,察右后旗,kCGgC,0.0
黑龙江省,哈尔滨,pzXOG,0.0
江苏省,扬中,KwLGW,0.0
江西省,乐安,QPXTo,0.0
江西省,弋阳,SSTjQ,0.0
广西壮族自治区,平南,TUzGz,0.0
四川省,汉源,fCUHs,0.0
云南省,河口,acADA,0.0
河北省,曲周,fAOhd,0.0
内蒙古自治区,乌斯太,AmXjG,0.0
吉林省,白山,nFNOH,0.0
黑龙江省,阿城,xQbWX,0.0
江西省,铜鼓,SbQfM,0.0
广东省,顺德,cgdeV,0.0
四川省,道孚,ISnyf,0.0
四川省,双流,grFhZ,0.0
云南省,剑川,btlSx,0.0
西藏自治区,改则,UYYNe,0.0
河北省,唐县,IIPwa,0.0
河北省,香河,xWfUk,0.0
吉林省,敦化,ZgUQB,0.0
吉林省,通化县,bVSUm,0.0
吉林省,永吉,ysQUB,0.0
福建省,宁化,PJKtl,0.0
福建省,漳平,LayTz,0.0
江西省,新建,WQiHO,0.0
山东省,莱芜,KNtvj,0.0
云南省,罗平,WMKmg,0.0
云南省,牟定,BQsYp,0.0
河北省,正定,sENtA,0.0
山西省,代县,atrjZ,0.0
辽宁省,普兰店,PPJcn,0.0
江苏省,阜宁,AnpOV,0.0
浙江省,遂昌,vVqWU,0.0
湖北省,团风,pEszq,0.0
湖南省,江永,XfpWX,0.0
内蒙古自治区,大佘太,yIiHA,0.0
辽宁省,兴城,YItXH,0.0
山东省,胶州,QZdFI,0.0
河南省,辉县,cXwCS,0.0
湖北省,江夏,XiGox,0.0
四川省,彭州,KKktC,0.0
甘肃省,渭源,tIClD,0.0
河北省,广平,fQMyR,0.0
内蒙古自治区,化德,wsLwr,0.0
辽宁省,海城,FEiUD,0.0
吉林省,乾安,xUMET,0.0
黑龙江省,集贤,KwYPC,0.0
